old|new|isSyntactic|Hamming|Levenshtein|OSA|Jaro|Jaro-Winkler|LCS|Jaccard|NGram|Cosine|Sørensen–Dice|Hamming|Reversed Hamming|Levenshtein|OSA|Jaro|Jaro-Winkler|LCS|Jaccard|NGram|Cosine|Sørensen–Dice
Clicar na opcao 'Compatibilidade' no menu da tela principal|clica na opcao 'Compatibilidade' no menu da tela principal|1|0.9322033898305084|0.03389830508474576|0.03389830508474576|0.034590421114153|0.034590421114153|0.03389830508474578|0.0|0.0692090395480226|0.005403790930904373|0.04081632653061229|0|1|1|1|1|1|1|1|1|1
clica no botao Voltar|clica no botao 'Voltar'|1|0.34782608695652173|0.08695652173913043|0.08695652173913043|0.02898550724637683|0.010081915563957211|0.08695652173913049|0.08333333333333337|0.13043478260869565|0.037049987137064755|0.10526315789473684|1|1|1|1|1|1|1|1|1|1
clica no botao Cancelar|clica no botao 'Cancelar'|1|0.4|0.08|0.08|0.026666666666666727|0.010666666666666713|0.07999999999999996|0.07692307692307687|0.12|0.03334275489799543|0.09090909090909094|1|1|1|1|1|1|1|1|1|1
preenche dados obrigatorios e clica em Atualizar|preenche dados obrigatorios e clica em 'Atualizar'|1|0.22|0.04|0.04|0.013333333333333308|0.0029333333333333433|0.040000000000000036|0.04761904761904767|0.06|0.01169630879647543|0.04761904761904767|1|1|1|1|1|1|1|1|1|1
preenche um Tipo de Mercadoria valido e clica em Atualizar|preenche um Tipo de Mercadoria valido e clica em 'Atualizar'|1|0.18333333333333332|0.03333333333333333|0.03333333333333333|0.011111111111111072|0.0020370370370370594|0.033333333333333326|0.04761904761904767|0.05|0.007326105987462417|0.04255319148936165|1|1|1|1|1|1|1|1|1|1
preenche um NCM valido e clica em Atualizar|preenche um NCM valido e clica em 'Atualizar'|1|0.24444444444444444|0.044444444444444446|0.044444444444444446|0.014814814814814725|0.0036213991769546983|0.0444444444444444|0.045454545454545414|0.06666666666666667|0.013889563434476004|0.05405405405405406|1|1|1|1|1|1|1|1|1|1
clica no opcao 'E-commerces' no menu principal|clica no opcao 'Ecommerces' no menu principal|1|0.6086956521739131|0.021739130434782608|0.021739130434782608|0.007246376811594235|0.0045683679899181096|0.021739130434782594|0.0625|0.043478260869565216|0.0028777038079940143|0.038961038961038974|1|1|1|1|1|1|1|1|1|1
exibe a tela com a lista de E-commerces cadastrados no sistema|exibe a tela com a lista de Ecommerces cadastrados no sistema|1|0.5161290322580645|0.016129032258064516|0.016129032258064516|0.005376344086021501|0.00286160249739853|0.016129032258064502|0.05882352941176472|0.03225806451612903|0.0014545462244526242|0.032258064516129004|1|1|1|1|1|1|1|1|1|1
clica em um dos E-commerces listados|clica em um dos Ecommerces listados|1|0.5|0.027777777777777776|0.027777777777777776|0.00925925925925919|0.004886831275720094|0.02777777777777779|0.06666666666666665|0.05555555555555555|0.004474295373831816|0.05084745762711862|1|1|1|1|1|1|1|1|1|1
exibe tela com informacões de E-commerce|exibe tela com informacões de Ecommerce|1|0.2|0.025|0.025|0.008333333333333304|0.00187499999999996|0.025000000000000022|0.052631578947368474|0.05|0.0036297760428577464|0.04225352112676062|1|1|1|1|1|1|1|1|1|1
clica no botao Voltar|clica no botao 'Voltar'|1|0.34782608695652173|0.08695652173913043|0.08695652173913043|0.02898550724637683|0.010081915563957211|0.08695652173913049|0.08333333333333337|0.13043478260869565|0.037049987137064755|0.10526315789473684|1|1|1|1|1|1|1|1|1|1
clica no botao Cancelar de registro de operador|clica no botao 'Cancelar' de registro de operador|1|0.6938775510204082|0.04081632653061224|0.04081632653061224|0.013605442176870763|0.009440510898236831|0.04081632653061229|0.05882352941176472|0.08163265306122448|0.009901233965791234|0.0714285714285714|1|1|1|1|1|1|1|1|1|1
